src,dst,edgeType,targetLaw
art:Cap.1/3,art:Cap.1/2,INTERNAL_REF,
art:Cap.1/3,art:Cap.12/627,EXTERNAL_REF,Cap. 12
art:Cap.10/2,art:Cap.94/41,EXTERNAL_REF,Cap. 94
art:Cap.10/2,law:Cap.94,EXTERNAL_REF,Cap. 94
art:Cap.10/2,law:Cap.499,EXTERNAL_REF,Cap. 499
art:Cap.10/20,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/21,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/23,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/24,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/25,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/25A,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/26,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/27,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/28,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/29,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/30,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/31,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/32,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/33,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/34,law:XV.2009.52,EXTERNAL_REF,XV.2009.52
art:Cap.10/45,art:Cap.10/45,INTERNAL_REF,
art:Cap.10/46,art:Cap.10/44,INTERNAL_REF,
art:Cap.10/46,art:Cap.10/46,INTERNAL_REF,
art:Cap.10/46,art:CriminalCode/377,EXTERNAL_REF,Criminal Code
art:Cap.10/47,art:Cap.10/43,INTERNAL_REF,
art:Cap.10/47,art:Cap.10/45,INTERNAL_REF,
art:Cap.10/47,art:Cap.10/45,INTERNAL_REF,
art:Cap.10/95,law:ActXVI.2023.3,EXTERNAL_REF,Act XVI.2023.3
art:Cap.10/96,law:ActXVI.2023.3,EXTERNAL_REF,Act XVI.2023.3
art:Cap.10/97,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/108,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/376,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/97,law:Cap.409,EXTERNAL_REF,Cap. 409
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/97,law:S.L.376.2012,EXTERNAL_REF,S.L. 376.2012
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/97,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/100,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/101,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/102,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/102,art:Cap.10/100,INTERNAL_REF,
art:Cap.10/102,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/102,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/103,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/103,art:Cap.10/100,INTERNAL_REF,
art:Cap.10/103,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/104,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/105,art:Cap.10/104,INTERNAL_REF,
art:Cap.10/106,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/109,art:Cap.10/108,INTERNAL_REF,
art:Cap.10/112,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/113,art:Cap.10/106,INTERNAL_REF,
art:Cap.10/113,art:Cap.10/107,INTERNAL_REF,
art:Cap.10/113,art:Cap.10/108,INTERNAL_REF,
art:Cap.10/113,art:Cap.10/110,INTERNAL_REF,
art:Cap.10/113,art:Cap.10/111,INTERNAL_REF,
art:Cap.10/113,art:Cap.10/112,INTERNAL_REF,
art:Cap.10/114,art:Cap.10/114,INTERNAL_REF,
art:Cap.10/114,art:Cap.10/114,INTERNAL_REF,
art:Cap.10/116,art:Cap.10/114,INTERNAL_REF,
art:Cap.10/121,art:Cap.10/121,INTERNAL_REF,
art:Cap.10/125,law:XXV.2001.50,EXTERNAL_REF,XXV.2001.50
art:Cap.10/126,art:Cap.10/126,INTERNAL_REF,
art:Cap.10/127,art:ActXXVof2001/50,EXTERNAL_REF,Act XXV of 2001
art:Cap.10/130,art:ActXXVIIof2001/33,EXTERNAL_REF,Act XXVII of 2001
art:Cap.10/134,art:Cap.10/102,INTERNAL_REF,
art:Cap.10/134,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/139,law:Cap.17,EXTERNAL_REF,Cap. 17
art:Cap.10/139,law:Cap.18,EXTERNAL_REF,Cap. 18
art:Cap.10/149,art:Cap.10/148,INTERNAL_REF,
art:Cap.10/152,art:AnimalWelfareAct(Cap.439)/2,EXTERNAL_REF,Animal Welfare Act (Cap. 439)
art:Cap.10/185,art:Cap.10/175,INTERNAL_REF,
art:Cap.10/193,law:Cap.438,EXTERNAL_REF,Cap. 438
art:Cap.10/201,law:XXVII.2001.33,EXTERNAL_REF,XXVII.2001.33
art:Cap.10/202,law:XLII.1986.20,EXTERNAL_REF,XLII.1986.20
art:Cap.10/203,law:ActXVIII.2012.3,EXTERNAL_REF,Act XVIII.2012.3
art:Cap.10/203,art:Cap.10/203,INTERNAL_REF,
art:Cap.10/204,art:Cap.10/203,INTERNAL_REF,
art:Cap.10/205,art:Cap.10/205,INTERNAL_REF,
art:Cap.10/206,art:Cap.9/304,EXTERNAL_REF,Cap. 9
art:Cap.10/210,art:Cap.10/V.1991.50,INTERNAL_REF,
art:Cap.10/211,art:Cap.10/V.1991.50,INTERNAL_REF,
art:Cap.10/212,art:Cap.10/212,INTERNAL_REF,
art:Cap.10/212,art:Cap.10/212,INTERNAL_REF,
art:Cap.10/213,art:Cap.10/V.1991.50,INTERNAL_REF,
art:Cap.10/218,art:XXVII.2001/33,EXTERNAL_REF,XXVII.2001
art:Cap.10/219,art:XXVII.2001/33,EXTERNAL_REF,XXVII.2001
art:Cap.10/220,art:XVII.1991/82,EXTERNAL_REF,XVII.1991
art:Cap.10/221,art:XVII.1991/82,EXTERNAL_REF,XVII.1991
art:Cap.10/222,art:XXVII.2001/33,EXTERNAL_REF,XXVII.2001
art:Cap.10/229,art:ActXVof2009/52,EXTERNAL_REF,Act XV of 2009
art:Cap.10/230,art:ActXVof2009/52,EXTERNAL_REF,Act XV of 2009
art:Cap.10/231,art:ActXVof2009/52,EXTERNAL_REF,Act XV of 2009
art:Cap.10/232,art:ActXVIIof1991/82,EXTERNAL_REF,Act XVII of 1991
art:Cap.10/240,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/241,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/242,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/289,art:ActNo.XXIIIof2000/30,EXTERNAL_REF,Act No. XXIII of 2000
art:Cap.10/290,art:ActNo.XXIIIof2000/30,EXTERNAL_REF,Act No. XXIII of 2000
art:Cap.10/291,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/292,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/293,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/294,art:ActNo.XVIIof1991/82,EXTERNAL_REF,Act No. XVII of 1991
art:Cap.10/295,art:ActNo.XXIIIof2000/30,EXTERNAL_REF,Act No. XXIII of 2000
art:Cap.10/296,art:XXIII.2000/30,EXTERNAL_REF,XXIII.2000
art:Cap.10/297,art:XXIII.2000/30,EXTERNAL_REF,XXIII.2000
art:Cap.10/298,art:XXIII.2000/30,EXTERNAL_REF,XXIII.2000
art:Cap.10/299,art:XVII.1991/82,EXTERNAL_REF,XVII.1991
art:Cap.10/300,art:XVII.1991/82,EXTERNAL_REF,XVII.1991
art:Cap.10/301,art:XVII.1991/82,EXTERNAL_REF,XVII.1991
art:Cap.10/302,art:XXIII.2000/30,EXTERNAL_REF,XXIII.2000
art:Cap.10/303,art:XXIII.2000/30,EXTERNAL_REF,XXIII.2000
art:Cap.10/304,art:XVII.1991/82,EXTERNAL_REF,XVII.1991
art:Cap.10/305,law:ActIIof2001,EXTERNAL_REF,Act II of 2001
art:Cap.10/306,law:ActIIof2001,EXTERNAL_REF,Act II of 2001
art:Cap.10/307,law:XXIII.2000.30,EXTERNAL_REF,XXIII.2000.30
art:Cap.10/308,law:XXIII.2000.30,EXTERNAL_REF,XXIII.2000.30
art:Cap.10/309,law:XXIII.2000.30,EXTERNAL_REF,XXIII.2000.30
art:Cap.10/316E,art:Cap.10/316C,INTERNAL_REF,
art:Cap.10/316E,art:Cap.10/316D,INTERNAL_REF,
art:Cap.10/316F,art:Cap.10/316C,INTERNAL_REF,
art:Cap.10/316F,art:Cap.10/316D,INTERNAL_REF,
art:Cap.10/316F,art:Cap.10/316E,INTERNAL_REF,
art:Cap.10/316F,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/316F,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/316F,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.9/19,EXTERNAL_REF,Cap. 9
art:Cap.10/319,art:Cap.9/543,EXTERNAL_REF,Cap. 9
art:Cap.10/319,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.10/319,art:Cap.10/38,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/39,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/190,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/121,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/227,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/130,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/181,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/97,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/295,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/202,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/205,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/206,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/207,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/208,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/209,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/210,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/211,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/214,INTERNAL_REF,
art:Cap.10/319,art:Cap.9/21,EXTERNAL_REF,Cap. 9
art:Cap.10/319,art:Cap.10/319,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/316C,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/36,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/37,INTERNAL_REF,
art:Cap.10/319,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.10/319,art:Cap.10/316D,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/9,INTERNAL_REF,
art:Cap.10/319,art:Cap.10/10,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/321,INTERNAL_REF,
art:Cap.10/321,art:Cap.10/97,INTERNAL_REF,
art:Cap.101/2,law:Cap.628,EXTERNAL_REF,Cap. 628
art:Cap.101/2,art:Cap.101/Fifth Schedule,INTERNAL_REF,
art:Cap.101/2,law:Cap.628,EXTERNAL_REF,Cap. 628
art:Cap.101/2,art:Cap.101/Fifth Schedule,INTERNAL_REF,
art:Cap.101/2,art:Cap.101/Fifth Schedule,INTERNAL_REF,
art:Cap.101/9,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/9,law:Cap.37,EXTERNAL_REF,Cap. 37
art:Cap.101/9,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/9,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/10,art:Cap.101/First Schedule,INTERNAL_REF,
art:Cap.101/10,art:Cap.101/First Schedule,INTERNAL_REF,
art:Cap.101/11,art:Cap.101/10,INTERNAL_REF,
art:Cap.101/12,art:Cap.101/Part IV,INTERNAL_REF,
art:Cap.101/12,art:Cap.101/15,INTERNAL_REF,
art:Cap.101/12,art:Cap.101/16,INTERNAL_REF,
art:Cap.101/12,art:Cap.101/17,INTERNAL_REF,
art:Cap.101/12,art:Cap.101/18,INTERNAL_REF,
art:Cap.101/12,art:Cap.101/Form A,INTERNAL_REF,
art:Cap.101/13,art:Cap.101/Form B,INTERNAL_REF,
art:Cap.101/13,art:Cap.101/13,INTERNAL_REF,
art:Cap.101/14,art:Cap.101/Second Schedule,INTERNAL_REF,
art:Cap.101/14,art:Cap.101/Form C,INTERNAL_REF,
art:Cap.101/14,art:Cap.101/14,INTERNAL_REF,
art:Cap.101/14,art:Cap.101/Form A,INTERNAL_REF,
art:Cap.101/15,art:Cap.101/16,INTERNAL_REF,
art:Cap.101/15A,art:Cap.101/2,INTERNAL_REF,
art:Cap.101/16,art:Cap.101/Form D,INTERNAL_REF,
art:Cap.101/16,art:Cap.101/Second Schedule,INTERNAL_REF,
art:Cap.101/18,art:Cap.101/Form E,INTERNAL_REF,
art:Cap.101/18,art:Cap.101/Second Schedule,INTERNAL_REF,
art:Cap.101/22,art:ImmigrationAct(Cap.217)/7,EXTERNAL_REF,Immigration Act (Cap. 217)
art:Cap.101/22,law:Cap.446,EXTERNAL_REF,Cap. 446
art:Cap.101/22,art:Cap.9/21,EXTERNAL_REF,Cap. 9
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/Third Schedule,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/9,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/4,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/8,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/4,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/8,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/Fourth Schedule,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.9/407,EXTERNAL_REF,Cap. 9
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,law:Cap.446,EXTERNAL_REF,Cap. 446
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.9/121D,EXTERNAL_REF,Cap. 9
art:Cap.101/22,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/22,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.101/22,law:Cap.37,EXTERNAL_REF,Cap. 37
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.101/22,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.101/22,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/22,art:Cap.12/239,EXTERNAL_REF,Cap. 12
art:Cap.101/22,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.101/22,art:Cap.101/12,INTERNAL_REF,
art:Cap.101/22,law:Cap.446,EXTERNAL_REF,Cap. 446
art:Cap.101/22,art:Cap.446/7,EXTERNAL_REF,Cap. 446
art:Cap.101/22,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.101/22,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.101/22,law:Cap.446,EXTERNAL_REF,Cap. 446
art:Cap.101/22,law:Cap.446,EXTERNAL_REF,Cap. 446
art:Cap.101/22,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/22,art:Cap.101/12,INTERNAL_REF,
art:Cap.101/22,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/22,art:Cap.9/121D,EXTERNAL_REF,Cap. 9
art:Cap.101/22,art:Cap.9/248E,EXTERNAL_REF,Cap. 9
art:Cap.101/22A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22A,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22B,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22B,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/22B,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22B,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/22C,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/22C,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.101/22C,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.101/22D,art:Cap.101/22C,INTERNAL_REF,
art:Cap.101/22E,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/23,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/23,art:Cap.101/30B,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/24A,art:Cap.9/642,EXTERNAL_REF,Cap. 9
art:Cap.101/24A,art:Cap.12/588,EXTERNAL_REF,Cap. 12
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.12/381,EXTERNAL_REF,Cap. 12
art:Cap.101/24A,art:Cap.12/382,EXTERNAL_REF,Cap. 12
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24A,art:CriminalCode(Cap.9)/554,EXTERNAL_REF,Criminal Code (Cap. 9)
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24B,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/22A,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24C,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24C,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24C,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/24C,INTERNAL_REF,
art:Cap.101/24C,art:Cap.101/22B,INTERNAL_REF,
art:Cap.101/24D,art:CodeofOrganizationandCivilProcedure(Cap.12)/239,EXTERNAL_REF,Code of Organization and Civil Procedure (Cap. 12)
art:Cap.101/24D,art:Cap.101/24D,INTERNAL_REF,
art:Cap.101/24D,art:Cap.12/830,EXTERNAL_REF,Cap. 12
art:Cap.101/24D,art:Cap.12/830,EXTERNAL_REF,Cap. 12
art:Cap.101/24D,art:Cap.12/836,EXTERNAL_REF,Cap. 12
art:Cap.101/24D,art:Cap.12/836,EXTERNAL_REF,Cap. 12
art:Cap.101/24D,art:Cap.12/836,EXTERNAL_REF,Cap. 12
art:Cap.101/24D,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24D,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24D,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24D,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/24D,art:Cap.101/24A,INTERNAL_REF,
art:Cap.101/27,art:Cap.9/401,EXTERNAL_REF,Cap. 9
art:Cap.101/27,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/27,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/27,art:Cap.9/402,EXTERNAL_REF,Cap. 9
art:Cap.101/28,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.101/30,art:Cap.9/639,EXTERNAL_REF,Cap. 9
art:Cap.101/30A,art:Cap.9/661,EXTERNAL_REF,Cap. 9
art:Cap.101/30B,art:Cap.101/12,INTERNAL_REF,
art:Cap.101/30B,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/30D,art:Cap.101/24D,INTERNAL_REF,
art:Cap.101/30E,law:Cap.304,EXTERNAL_REF,Cap. 304
art:Cap.101/30E,law:MedicalandKindredProfessionsOrdinance(Cap.31),EXTERNAL_REF,Medical and Kindred Professions Ordinance (Cap. 31)
art:Cap.101/31,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/32,art:CriminalCode(Cap.9)/370,EXTERNAL_REF,Criminal Code (Cap. 9)
art:Cap.101/32,art:Cap.101/31,INTERNAL_REF,
art:Cap.101/32,art:Cap.101/22,INTERNAL_REF,
art:Cap.101/33,law:CriminalCode(Cap.9),EXTERNAL_REF,Criminal Code (Cap. 9)
art:Cap.101/34,"art:Cap.101/First, Second and Third Schedules",INTERNAL_REF,
art:Cap.101/34,art:Cap.101/Fourth Schedule,INTERNAL_REF,
art:Cap.101/34,art:ActVIIIof1986/7,EXTERNAL_REF,Act VIII of 1986
art:Cap.101/3,law:Cap.31,EXTERNAL_REF,Cap. 31
art:Cap.101/4,law:Cap.254,EXTERNAL_REF,Cap. 254
art:Cap.102/1,art:ActXXIof1991/118,EXTERNAL_REF,Act XXI of 1991
art:Cap.102/39,art:ActXXIof1991/118,EXTERNAL_REF,Act XXI of 1991
art:Cap.102/40,art:ActXXIof1991/118,EXTERNAL_REF,Act XXI of 1991
art:Cap.102/46,art:Cap.102/46,INTERNAL_REF,
art:Cap.102/50,art:Cap.102/Seventh Schedule,INTERNAL_REF,
art:Cap.102/50,art:Cap.102/Seventh Schedule,INTERNAL_REF,
art:Cap.102/50,art:Cap.102/56,INTERNAL_REF,
art:Cap.102/52,art:theConstitutionofMalta/55,EXTERNAL_REF,the Constitution of Malta
art:Cap.102/57,art:Cap.102/50,INTERNAL_REF,
art:Cap.102/57,art:theConstitutionofMalta/55,EXTERNAL_REF,the Constitution of Malta
art:Cap.102/61,art:theConstitutionofMalta/55,EXTERNAL_REF,the Constitution of Malta
art:Cap.102/62,art:theConstitutionofMalta/55,EXTERNAL_REF,the Constitution of Malta
art:Cap.104/2,art:theConstitution/124,EXTERNAL_REF,the Constitution
art:Cap.104/2,art:Cap.403/49,EXTERNAL_REF,Cap. 403
art:Cap.104/2,art:Cap.499/2,EXTERNAL_REF,Cap. 499
art:Cap.104/2,art:Cap.104/4,INTERNAL_REF,
art:Cap.104/2,art:Cap.104/9D,INTERNAL_REF,
art:Cap.104/3,art:Cap.104/3,INTERNAL_REF,
art:Cap.104/3,art:Cap.104/4,INTERNAL_REF,
art:Cap.104/3,art:Cap.104/3,INTERNAL_REF,
